Sr. Number,Gender,Education_Level_Simplified,Job Title,Age_simplified,Age,Years_of_Experience_CLEARED,Years_of_Experience,Salary_cleared,Salary,Country,Race,Seniority,Education_Level
5678,Male,1,Product Manager,Early Career,25,Fresher,1,Medium Salary,60000,USA,Asian,0,PhD
5679,Female,1,Marketing Coordinator,Early Career,30,Junior Level,5,Medium Salary,90000,UK,Welsh,0,Bachelor's
5680,Male,3,Research Director,Early Career,34,Senior Level,11,Very High Salary,160000,Canada,Black,0,Master's
5681,Female,1,Marketing Analyst,Early Career,28,Junior Level,3,Medium Salary,60000,Australia,White,0,Bachelor's
5682,Male,1,Product Manager,Early Career,32,Mid Level,7,High Salary,120000,UK,White,0,PhD
5683,Female,0,Receptionist,Early Career,24,Fresher,0,Low Salary,25000,USA,African American,0,Bachelor's
5684,Male,2,Marketing Director,Young Professionals,37,Senior Level,14,Very High Salary,190000,Canada,Asian,0,Bachelor's
5685,Female,1,Financial Manager,Young Professionals,39,Lead Level,16,Very High Salary,200000,UK,Mixed,0,PhD
5686,Male,1,Product Designer,Early Career,26,Fresher,2,Medium Salary,55000,Canada,Black,0,Bachelor's
5687,Female,3,Data Scientist,Early Career,31,Mid Level,8,High Salary,140000,Canada,Asian,0,Bachelor's
5688,Male,1,Marketing Analyst,Early Career,29,Junior Level,4,Medium Salary,70000,Canada,White,0,High School
5689,Female,2,Marketing Manager,Early Career,33,Mid Level,9,High Salary,130000,UK,Mixed,0,Master's
5690,Male,1,Software Engineer,Early Career,27,Junior Level,3,Medium Salary,80000,UK,Welsh,0,Bachelor's
5691,Female,3,Research Scientist,Young Professionals,36,Senior Level,12,Very High Salary,170000,Australia,Asian,0,Bachelor's
5692,Male,1,Product Manager,Early Career,25,Fresher,1,Medium Salary,60000,USA,African American,0,PhD
5693,Female,1,Marketing Coordinator,Early Career,30,Junior Level,5,Medium Salary,90000,Canada,Black,0,Bachelor's
5694,Male,3,Research Director,Early Career,34,Senior Level,11,Very High Salary,160000,Australia,Asian,0,Master's
5695,Female,1,Marketing Analyst,Early Career,28,Junior Level,3,Medium Salary,60000,Australia,White,0,Bachelor's
5696,Male,1,Product Manager,Early Career,32,Mid Level,7,High Salary,120000,China,Korean,0,PhD
5697,Female,0,Receptionist,Early Career,24,Fresher,0,Low Salary,25000,China,Korean,0,Bachelor's
5698,Male,2,Marketing Director,Young Professionals,37,Senior Level,14,Very High Salary,190000,China,Korean,0,Bachelor's
5699,Female,1,Financial Manager,Young Professionals,39,Lead Level,16,Very High Salary,200000,Canada,White,0,PhD
5700,Male,1,Product Designer,Early Career,26,Fresher,2,Medium Salary,55000,Canada,Black,0,Bachelor's
5701,Female,3,Data Scientist,Early Career,31,Mid Level,8,High Salary,140000,UK,White,0,Bachelor's
5702,Male,1,Marketing Analyst,Early Career,29,Junior Level,4,Medium Salary,70000,Canada,Black,0,High School
5703,Female,2,Marketing Manager,Early Career,33,Mid Level,9,High Salary,130000,USA,Hispanic,0,Master's
5704,Male,1,Software Engineer,Early Career,27,Junior Level,3,Medium Salary,80000,Canada,White,0,Bachelor's
5705,Female,3,Research Scientist,Young Professionals,36,Senior Level,12,Very High Salary,170000,UK,Mixed,0,Bachelor's
5706,Male,1,Product Manager,Early Career,25,Fresher,1,Medium Salary,60000,Australia,White,0,PhD
5707,Female,1,Marketing Coordinator,Early Career,30,Junior Level,5,Medium Salary,90000,USA,Asian,0,Bachelor's
5708,Male,3,Research Director,Early Career,34,Senior Level,11,Very High Salary,160000,Canada,White,0,Master's
5709,Female,1,Marketing Analyst,Early Career,28,Junior Level,3,Medium Salary,60000,UK,White,0,Bachelor's
5710,Male,1,Product Manager,Early Career,32,Mid Level,7,High Salary,120000,USA,African American,0,PhD
5711,Female,0,Receptionist,Early Career,24,Fresher,0,Low Salary,25000,UK,Mixed,0,Bachelor's
5712,Male,2,Marketing Director,Young Professionals,37,Senior Level,14,Very High Salary,190000,UK,Mixed,0,Bachelor's
5713,Female,1,Financial Manager,Young Professionals,39,Lead Level,16,Very High Salary,200000,UK,Asian,0,PhD
5714,Male,1,Product Designer,Early Career,26,Fresher,2,Medium Salary,55000,Canada,Black,0,Bachelor's
5715,Female,3,Data Scientist,Early Career,31,Mid Level,8,High Salary,140000,UK,Welsh,0,Bachelor's
5716,Male,1,Marketing Analyst,Early Career,29,Junior Level,4,Medium Salary,70000,USA,Asian,0,High School
5717,Female,2,Marketing Manager,Early Career,33,Mid Level,9,High Salary,130000,UK,White,0,Master's
5718,Male,1,Software Engineer,Early Career,27,Junior Level,3,Medium Salary,80000,Canada,Black,0,Bachelor's
5719,Female,3,Research Scientist,Young Professionals,36,Senior Level,12,Very High Salary,170000,UK,Welsh,0,Bachelor's
5720,Male,1,Product Manager,Early Career,25,Fresher,1,Medium Salary,60000,USA,Hispanic,0,PhD
5721,Female,1,Marketing Coordinator,Early Career,30,Junior Level,5,Medium Salary,90000,Australia,Asian,0,Bachelor's
5722,Male,3,Research Director,Early Career,34,Senior Level,11,Very High Salary,160000,USA,Hispanic,0,Master's
5723,Female,1,Marketing Analyst,Early Career,28,Junior Level,3,Medium Salary,60000,USA,White,0,Bachelor's
5724,Male,1,Product Manager,Early Career,32,Mid Level,7,High Salary,120000,Australia,Australian,0,PhD
5725,Female,0,Receptionist,Early Career,24,Fresher,0,Low Salary,25000,Australia,Asian,0,Bachelor's
5726,Male,2,Marketing Director,Young Professionals,37,Senior Level,14,Very High Salary,190000,Australia,Australian,0,Bachelor's
5727,Female,1,Financial Manager,Young Professionals,39,Lead Level,16,Very High Salary,200000,Canada,Asian,0,PhD
5728,Male,1,Product Designer,Early Career,26,Fresher,2,Medium Salary,55000,Australia,Australian,0,Bachelor's
5729,Female,3,Data Scientist,Early Career,31,Mid Level,8,High Salary,140000,USA,Hispanic,0,Bachelor's
5730,Male,1,Marketing Analyst,Early Career,29,Junior Level,4,Medium Salary,70000,China,Chinese,0,High School
5731,Female,2,Marketing Manager,Early Career,33,Mid Level,9,High Salary,130000,Canada,Black,0,Master's
5732,Male,1,Software Engineer,Early Career,27,Junior Level,3,Medium Salary,80000,USA,Asian,0,Bachelor's
5733,Male,1,Software Engineer,Early Career,29,Junior Level,3,Medium Salary,75000,USA,African American,0,Bachelor's
5734,Female,2,Marketing Manager,Early Career,32,Mid Level,8,High Salary,120000,UK,Welsh,0,PhD
5735,Male,1,Product Manager,Early Career,27,Fresher,2,Medium Salary,65000,USA,African American,0,Bachelor's
5736,Female,3,Data Scientist,Early Career,30,Mid Level,6,Medium Salary,100000,USA,Asian,0,Master's
5737,Male,1,Financial Analyst,Young Professionals,36,Senior Level,11,High Salary,150000,China,Chinese,0,Bachelor's
5738,Female,1,Marketing Coordinator,Early Career,28,Junior Level,3,Medium Salary,60000,Australia,Asian,0,PhD
5739,Male,2,Software Engineer,Early Career,33,Mid Level,9,High Salary,120000,UK,Mixed,0,Bachelor's
5740,Female,1,Graphic Designer,Early Career,26,Fresher,1,Low Salary,45000,China,Chinese,0,Bachelor's
5741,Male,1,Product Manager,Early Career,29,Junior Level,5,Medium Salary,80000,UK,Welsh,0,PhD
5742,Female,3,Research Scientist,Young Professionals,35,Senior Level,11,High Salary,150000,UK,Welsh,0,Bachelor's
5743,Male,1,Software Engineer,Early Career,27,Fresher,2,Medium Salary,65000,USA,Hispanic,0,Bachelor's
5744,Female,1,Marketing Manager,Early Career,31,Mid Level,7,Medium Salary,100000,China,Korean,0,High School
5745,Male,2,Financial Analyst,Early Career,28,Junior Level,4,Medium Salary,90000,USA,Hispanic,0,Master's
5746,Female,1,Marketing Analyst,Early Career,24,Fresher,0,Low Salary,40000,Australia,Australian,0,Bachelor's
5747,Male,1,Project Manager,Early Career,30,Mid Level,6,High Salary,110000,USA,African American,0,Bachelor's
5748,Female,3,Research Director,Early Career,34,Senior Level,12,Very High Salary,170000,USA,Asian,0,PhD
5749,Male,1,Software Engineer,Early Career,27,Junior Level,3,Medium Salary,75000,Australia,Asian,0,Bachelor's
5750,Female,2,Marketing Manager,Early Career,33,Mid Level,8,High Salary,120000,UK,Welsh,0,Master's
5751,Male,1,Marketing Analyst,Early Career,29,Junior Level,4,Medium Salary,70000,UK,White,0,Bachelor's
5752,Female,0,Customer Service Representative,Early Career,25,Fresher,1,Low Salary,30000,USA,Asian,0,Bachelor's
5753,Male,3,Research Scientist,Young Professionals,36,Senior Level,13,Very High Salary,180000,Canada,Black,0,Master's
5754,Female,1,Financial Manager,Young Professionals,39,Senior Level,15,Very High Salary,200000,China,Chinese,0,Bachelor's
5755,Male,1,Product Designer,Early Career,26,Fresher,1,Invalid,50000,USA,White,0,PhD
5756,Female,3,Data Scientist,Early Career,31,Mid Level,8,High Salary,140000,USA,White,0,Bachelor's
5757,Male,1,Marketing Analyst,Early Career,28,Junior Level,3,Medium Salary,65000,UK,Welsh,0,Bachelor's
5758,Female,1,Product Manager,Early Career,32,Mid Level,7,High Salary,110000,UK,Mixed,0,Master's
5759,Male,0,Delivery Driver,Early Career,24,Fresher,0,Low Salary,28000,Australia,White,0,Bachelor's
5760,Male,2,Marketing Director,Young Professionals,37,Senior Level,14,Very High Salary,190000,USA,White,0,Bachelor's
5761,Female,1,Financial Manager,Young Professionals,39,Lead Level,16,Very High Salary,210000,UK,Mixed,0,PhD
5762,Male,1,Product Designer,Early Career,26,Fresher,2,Medium Salary,55000,Canada,White,0,Bachelor's
5763,Female,3,Data Scientist,Early Career,31,Mid Level,8,High Salary,140000,Australia,Asian,0,Bachelor's
5764,Male,1,Marketing Analyst,Early Career,29,Junior Level,4,Medium Salary,70000,UK,Asian,0,Master's
5765,Female,2,Marketing Manager,Early Career,33,Mid Level,9,High Salary,130000,Australia,Asian,0,Bachelor's
5766,Male,1,Software Engineer,Early Career,27,Junior Level,3,Medium Salary,80000,USA,African American,0,Bachelor's
5767,Female,3,Research Scientist,Young Professionals,36,Senior Level,12,Very High Salary,170000,USA,Asian,0,PhD
5768,Male,1,Product Manager,Early Career,25,Fresher,1,Medium Salary,60000,UK,Welsh,0,Bachelor's
5769,Female,1,Marketing Coordinator,Early Career,30,Junior Level,5,Medium Salary,90000,USA,Asian,0,Master's
5770,Male,3,Research Director,Early Career,34,Senior Level,11,Very High Salary,160000,Australia,Asian,0,Bachelor's
5771,Female,1,Marketing Analyst,Early Career,28,Junior Level,3,Medium Salary,60000,Australia,Asian,0,High School
5772,Male,1,Product Manager,Early Career,32,Mid Level,7,High Salary,120000,China,Chinese,0,PhD
5773,Female,0,Receptionist,Early Career,24,Fresher,0,Low Salary,25000,Australia,Australian,0,Bachelor's
5774,Male,2,Marketing Director,Young Professionals,37,Senior Level,14,Very High Salary,190000,Australia,Australian,0,Bachelor's
5775,Female,1,Financial Manager,Young Professionals,39,Lead Level,16,Very High Salary,200000,Australia,Australian,0,PhD
5776,Male,1,Product Designer,Early Career,26,Fresher,2,Medium Salary,55000,UK,Asian,0,Bachelor's
5777,Female,3,Data Scientist,Early Career,31,Mid Level,8,High Salary,140000,UK,White,0,Bachelor's
5778,Male,1,Marketing Analyst,Early Career,29,Junior Level,4,Medium Salary,70000,Canada,Asian,0,High School
5779,Female,2,Marketing Manager,Early Career,33,Mid Level,9,High Salary,130000,China,Korean,0,Master's
5780,Male,1,Software Engineer,Early Career,27,Junior Level,3,Medium Salary,80000,UK,Asian,0,Bachelor's
5781,Female,3,Research Scientist,Young Professionals,36,Senior Level,12,Very High Salary,170000,China,Chinese,0,Bachelor's
5782,Male,1,Product Manager,Early Career,25,Fresher,1,Medium Salary,60000,UK,White,0,PhD
5783,Female,1,Marketing Coordinator,Early Career,30,Junior Level,5,Medium Salary,90000,Canada,Asian,0,Bachelor's
5784,Male,3,Research Director,Early Career,34,Senior Level,11,Very High Salary,160000,Australia,Australian,0,Master's
5785,Female,1,Marketing Analyst,Early Career,28,Junior Level,3,Medium Salary,60000,UK,White,0,Bachelor's
5786,Male,1,Product Manager,Early Career,32,Mid Level,7,High Salary,120000,Canada,White,0,PhD
5787,Female,0,Receptionist,Early Career,24,Fresher,0,Low Salary,25000,China,Chinese,0,Bachelor's
5788,Male,2,Marketing Director,Young Professionals,37,Senior Level,14,Very High Salary,190000,Canada,Black,0,Bachelor's
5789,Female,1,Financial Manager,Young Professionals,39,Lead Level,16,Very High Salary,200000,UK,White,0,PhD
5790,Male,1,Product Designer,Early Career,26,Fresher,2,Medium Salary,55000,China,Korean,0,Bachelor's
5791,Female,3,Data Scientist,Early Career,31,Mid Level,8,High Salary,140000,USA,White,0,Bachelor's
5792,Male,1,Marketing Analyst,Early Career,29,Junior Level,4,Medium Salary,70000,China,Korean,0,High School
5793,Female,2,Marketing Manager,Early Career,33,Mid Level,9,High Salary,130000,UK,White,0,Master's
5794,Male,1,Software Engineer,Early Career,27,Junior Level,3,Medium Salary,80000,Australia,Asian,0,Bachelor's
5795,Female,3,Research Scientist,Young Professionals,36,Senior Level,12,Very High Salary,170000,China,Korean,0,Bachelor's
5796,Male,1,Product Manager,Early Career,25,Fresher,1,Medium Salary,60000,UK,Asian,0,PhD
5797,Female,1,Marketing Coordinator,Early Career,30,Junior Level,5,Medium Salary,90000,Australia,White,0,Bachelor's
5798,Male,3,Research Director,Early Career,34,Senior Level,11,Very High Salary,160000,UK,Welsh,0,Master's
5799,Female,1,Marketing Analyst,Early Career,28,Junior Level,3,Medium Salary,60000,Canada,Asian,0,Bachelor's
5800,Male,1,Product Manager,Early Career,32,Mid Level,7,High Salary,120000,UK,White,0,PhD
5801,Female,0,Receptionist,Early Career,24,Fresher,0,Low Salary,25000,China,Korean,0,Bachelor's
5802,Male,2,Marketing Director,Young Professionals,37,Senior Level,14,Very High Salary,190000,Australia,Asian,0,Bachelor's
5803,Female,1,Financial Manager,Young Professionals,39,Lead Level,16,Very High Salary,200000,Australia,Australian,0,PhD
5804,Male,1,Product Designer,Early Career,26,Fresher,2,Medium Salary,55000,China,Korean,0,Bachelor's
5805,Female,3,Data Scientist,Early Career,31,Mid Level,8,High Salary,140000,UK,Welsh,0,Bachelor's
5806,Male,1,Marketing Analyst,Early Career,29,Junior Level,4,Medium Salary,70000,UK,Asian,0,High School
5807,Female,2,Marketing Manager,Early Career,33,Mid Level,9,High Salary,130000,USA,African American,0,Master's
5808,Male,1,Software Engineer,Early Career,27,Junior Level,3,Medium Salary,80000,Australia,White,0,Bachelor's
5809,Female,3,Research Scientist,Young Professionals,36,Senior Level,12,Very High Salary,170000,UK,White,0,Bachelor's
5810,Male,1,Product Manager,Early Career,25,Fresher,1,Medium Salary,60000,China,Chinese,0,PhD
5811,Female,1,Marketing Coordinator,Early Career,30,Junior Level,5,Medium Salary,90000,USA,African American,0,Bachelor's
5812,Male,3,Research Director,Early Career,34,Senior Level,11,Very High Salary,160000,UK,Mixed,0,Master's
5813,Female,1,Marketing Analyst,Early Career,28,Junior Level,3,Medium Salary,60000,USA,Asian,0,Bachelor's
5814,Male,1,Product Manager,Early Career,32,Mid Level,7,High Salary,120000,USA,Hispanic,0,PhD
5815,Female,0,Receptionist,Early Career,24,Fresher,0,Low Salary,25000,UK,Welsh,0,Bachelor's
5816,Male,2,Marketing Director,Young Professionals,37,Senior Level,14,Very High Salary,190000,China,White,0,Bachelor's
5817,Female,1,Financial Manager,Young Professionals,39,Lead Level,16,Very High Salary,200000,Australia,Australian,0,PhD
5818,Male,1,Product Designer,Early Career,26,Fresher,2,Medium Salary,55000,Canada,Asian,0,Bachelor's
5819,Female,3,Data Scientist,Early Career,31,Mid Level,8,High Salary,140000,UK,White,0,Bachelor's
5820,Male,1,Marketing Analyst,Early Career,29,Junior Level,4,Medium Salary,70000,Canada,Asian,0,High School
5821,Female,2,Marketing Manager,Early Career,33,Mid Level,9,High Salary,130000,China,White,0,Master's
5822,Male,1,Software Engineer,Early Career,27,Junior Level,3,Medium Salary,80000,China,Chinese,0,Bachelor's
5823,Female,3,Research Scientist,Young Professionals,36,Senior Level,12,Very High Salary,170000,UK,White,0,Bachelor's
5824,Male,1,Product Manager,Early Career,25,Fresher,1,Medium Salary,60000,USA,African American,0,PhD
5825,Female,1,Marketing Coordinator,Early Career,30,Junior Level,5,Medium Salary,90000,USA,Hispanic,0,Bachelor's
5826,Male,3,Research Director,Early Career,34,Senior Level,11,Very High Salary,160000,Canada,Asian,0,Master's
5827,Female,1,Marketing Analyst,Early Career,28,Junior Level,3,Medium Salary,60000,China,Chinese,0,Bachelor's
5828,Male,1,Product Manager,Early Career,32,Mid Level,7,High Salary,120000,USA,Asian,0,PhD
5829,Female,0,Receptionist,Early Career,24,Fresher,0,Low Salary,25000,UK,Asian,0,Bachelor's
5830,Male,2,Marketing Director,Young Professionals,37,Senior Level,14,Very High Salary,190000,Australia,Australian,0,Bachelor's
5831,Female,1,Financial Manager,Young Professionals,39,Lead Level,16,Very High Salary,200000,UK,Welsh,0,PhD
5832,Male,1,Product Designer,Early Career,26,Fresher,2,Medium Salary,55000,UK,Asian,0,Bachelor's
5833,Female,3,Data Scientist,Early Career,31,Mid Level,8,High Salary,140000,Canada,Black,0,Bachelor's
5834,Male,1,Marketing Analyst,Early Career,29,Junior Level,4,Medium Salary,70000,USA,African American,0,High School
5835,Female,2,Marketing Manager,Early Career,33,Mid Level,9,High Salary,130000,USA,African American,0,Master's
5836,Male,1,Software Engineer,Early Career,27,Junior Level,3,Medium Salary,80000,Australia,Australian,0,Bachelor's
5837,Female,3,Research Scientist,Young Professionals,36,Senior Level,12,Very High Salary,170000,China,Korean,0,Bachelor's
5838,Male,1,Product Manager,Early Career,25,Fresher,1,Medium Salary,60000,Canada,Black,0,PhD
5839,Female,1,Marketing Coordinator,Early Career,30,Junior Level,5,Medium Salary,90000,USA,Hispanic,0,Bachelor's
5840,Male,3,Research Director,Early Career,34,Senior Level,11,Very High Salary,160000,Canada,White,0,Master's
5841,Female,1,Marketing Analyst,Early Career,28,Junior Level,3,Medium Salary,60000,USA,White,0,Bachelor's
5842,Male,1,Product Manager,Early Career,32,Mid Level,7,High Salary,120000,USA,White,0,PhD
5843,Female,0,Receptionist,Early Career,24,Fresher,0,Low Salary,25000,UK,Mixed,0,Bachelor's
5844,Male,2,Marketing Director,Young Professionals,37,Senior Level,14,Very High Salary,190000,Australia,Australian,0,Bachelor's
5845,Female,1,Financial Manager,Young Professionals,39,Lead Level,16,Very High Salary,200000,Canada,Asian,0,PhD
5846,Male,1,Product Designer,Early Career,26,Fresher,2,Medium Salary,55000,UK,White,0,Bachelor's
5847,Female,3,Data Scientist,Early Career,31,Mid Level,8,High Salary,140000,Australia,Australian,0,Bachelor's
5848,Male,1,Marketing Analyst,Early Career,29,Junior Level,4,Medium Salary,70000,Canada,Asian,0,High School
5849,Female,2,Marketing Manager,Early Career,33,Mid Level,9,High Salary,130000,USA,Asian,0,Master's
5850,Male,1,Software Engineer,Early Career,27,Junior Level,3,Medium Salary,80000,USA,Asian,0,Bachelor's
5851,Female,3,Research Scientist,Young Professionals,36,Senior Level,12,Very High Salary,170000,Australia,White,0,Bachelor's
5852,Male,1,Product Manager,Early Career,25,Fresher,1,Medium Salary,60000,Australia,White,0,PhD
5853,Female,1,Marketing Coordinator,Early Career,30,Junior Level,5,Medium Salary,90000,Australia,White,0,Bachelor's
5854,Male,3,Research Director,Early Career,34,Senior Level,11,Very High Salary,160000,USA,Asian,0,Master's
5855,Female,1,Marketing Analyst,Early Career,28,Junior Level,3,Medium Salary,60000,China,Chinese,0,Bachelor's
5856,Male,1,Product Manager,Early Career,32,Mid Level,7,High Salary,120000,Canada,Asian,0,PhD
5857,Female,0,Receptionist,Early Career,24,Fresher,0,Low Salary,25000,USA,Hispanic,0,Bachelor's
5858,Male,2,Marketing Director,Young Professionals,37,Senior Level,14,Very High Salary,190000,USA,Hispanic,0,Bachelor's
5859,Female,1,Financial Manager,Young Professionals,39,Lead Level,16,Very High Salary,200000,UK,Welsh,0,PhD
5860,Male,3,Marketing Coordinator,Early Career,27,Mid Level,7,High Salary,120000,Canada,Black,0,Bachelor's
5861,Female,1,Marketing Coordinator,Early Career,28,Junior Level,3,Medium Salary,60000,UK,Asian,0,Bachelor's
5862,Male,2,Software Engineer,Early Career,33,Mid Level,8,High Salary,120000,Canada,White,0,High School
5863,Female,1,Product Manager,Early Career,27,Fresher,2,Medium Salary,65000,Australia,White,0,Master's
5864,Male,3,Data Scientist,Early Career,30,Mid Level,6,Medium Salary,100000,UK,Asian,0,Bachelor's
5865,Female,1,Financial Analyst,Young Professionals,36,Senior Level,11,High Salary,150000,USA,African American,0,Bachelor's
5866,Male,1,Marketing Analyst,Early Career,29,Junior Level,3,Medium Salary,65000,China,White,0,PhD
5867,Female,2,Software Engineer,Early Career,32,Mid Level,9,High Salary,120000,Australia,White,0,Bachelor's
5868,Male,1,Graphic Designer,Early Career,26,Fresher,1,Low Salary,45000,Canada,White,0,Master's
5869,Female,1,Product Manager,Early Career,29,Junior Level,5,Medium Salary,80000,USA,Asian,0,Bachelor's
5870,Male,3,Research Scientist,Young Professionals,35,Senior Level,11,High Salary,150000,UK,Welsh,0,PhD
5871,Male,1,Software Engineer,Early Career,27,Fresher,2,Medium Salary,65000,USA,Asian,0,Bachelor's
5872,Female,1,Marketing Manager,Early Career,31,Mid Level,7,Medium Salary,100000,UK,Asian,0,Bachelor's
5873,Male,2,Financial Analyst,Early Career,28,Junior Level,4,Medium Salary,90000,Canada,Black,0,PhD
5874,Female,1,Marketing Analyst,Early Career,24,Fresher,0,Low Salary,40000,China,Korean,0,Bachelor's
5875,Male,1,Project Manager,Early Career,30,Mid Level,6,High Salary,110000,Australia,Asian,0,Bachelor's
5876,Female,3,Research Director,Early Career,34,Senior Level,12,Very High Salary,170000,China,Chinese,0,High School
5877,Male,1,Software Engineer,Early Career,27,Junior Level,3,Medium Salary,75000,Canada,Asian,0,Master's
5878,Female,2,Marketing Manager,Early Career,33,Mid Level,8,High Salary,120000,China,Korean,0,Bachelor's
5879,Male,1,Marketing Analyst,Early Career,29,Junior Level,4,Medium Salary,70000,UK,Welsh,0,phD
5880,Female,0,Customer Service Representative,Early Career,25,Fresher,1,Low Salary,30000,UK,Mixed,0,Bachelor's
5881,Male,3,Research Scientist,Young Professionals,36,Senior Level,13,Very High Salary,180000,Canada,Asian,0,Master's
5882,Female,1,Financial Manager,Young Professionals,39,Senior Level,15,Very High Salary,200000,Australia,White,0,Bachelor's
5883,Male,1,Product Designer,Early Career,26,Fresher,1,Invalid,50000,Canada,White,0,PhD
5884,Female,3,Data Scientist,Early Career,31,Mid Level,8,High Salary,140000,USA,Hispanic,0,Bachelor's
5885,Male,1,Marketing Analyst,Early Career,28,Junior Level,3,Medium Salary,65000,UK,Mixed,0,Bachelor's
5886,Female,1,Product Manager,Early Career,32,Mid Level,7,High Salary,110000,UK,Asian,0,Master's
5887,Male,0,Delivery Driver,Early Career,24,Fresher,0,Low Salary,28000,Australia,Australian,0,Bachelor's
5888,Male,2,Marketing Director,Young Professionals,37,Senior Level,14,Very High Salary,190000,China,White,0,Bachelor's
5889,Female,1,Financial Manager,Young Professionals,39,Lead Level,16,Very High Salary,210000,Australia,Australian,0,PhD
5890,Male,1,Product Designer,Early Career,26,Fresher,2,Medium Salary,55000,China,Chinese,0,Bachelor's
5891,Female,3,Data Scientist,Early Career,31,Mid Level,8,High Salary,140000,China,Chinese,0,Bachelor's
5892,Male,1,Marketing Analyst,Early Career,29,Junior Level,4,Medium Salary,70000,Australia,Asian,0,Master's
5893,Female,2,Marketing Manager,Early Career,33,Mid Level,9,High Salary,130000,USA,White,0,Bachelor's
5894,Male,1,Software Engineer,Early Career,27,Junior Level,3,Medium Salary,80000,Australia,White,0,Bachelor's
5895,Female,3,Research Scientist,Young Professionals,36,Senior Level,12,Very High Salary,170000,China,White,0,PhD
5896,Male,1,Product Manager,Early Career,25,Fresher,1,Medium Salary,60000,USA,Hispanic,0,Bachelor's
5897,Female,1,Marketing Coordinator,Early Career,30,Junior Level,5,Medium Salary,90000,Australia,Asian,0,Master's
5898,Male,3,Research Director,Early Career,34,Senior Level,11,Very High Salary,160000,China,White,0,Bachelor's
5899,Female,1,Marketing Analyst,Early Career,28,Junior Level,3,Medium Salary,60000,Australia,Asian,0,High School
5900,Male,1,Product Manager,Early Career,32,Mid Level,7,High Salary,120000,Australia,White,0,PhD
5901,Female,0,Receptionist,Early Career,24,Fresher,0,Low Salary,25000,China,Chinese,0,Bachelor's
5902,Male,2,Marketing Director,Young Professionals,37,Senior Level,14,Very High Salary,190000,USA,Hispanic,0,Bachelor's
5903,Female,1,Financial Manager,Young Professionals,39,Lead Level,16,Very High Salary,200000,UK,Welsh,0,PhD
5904,Male,1,Product Designer,Early Career,26,Fresher,2,Medium Salary,55000,UK,Mixed,0,Bachelor's
5905,Female,3,Data Scientist,Early Career,31,Mid Level,8,High Salary,140000,USA,African American,0,Bachelor's
5906,Male,1,Marketing Analyst,Early Career,29,Junior Level,4,Medium Salary,70000,Australia,Australian,0,High School
5907,Female,2,Marketing Manager,Early Career,33,Mid Level,9,High Salary,130000,UK,Asian,0,Master's
5908,Male,1,Software Engineer,Early Career,27,Junior Level,3,Medium Salary,80000,Australia,Asian,0,Bachelor's
5909,Female,3,Research Scientist,Young Professionals,36,Senior Level,12,Very High Salary,170000,Canada,Black,0,Bachelor's
5910,Male,1,Product Manager,Early Career,25,Fresher,1,Medium Salary,60000,China,Korean,0,PhD
5911,Female,1,Marketing Coordinator,Early Career,30,Junior Level,5,Medium Salary,90000,China,Korean,0,Bachelor's
5912,Male,3,Research Director,Early Career,34,Senior Level,11,Very High Salary,160000,Australia,Asian,0,Master's
5913,Female,1,Marketing Analyst,Early Career,28,Junior Level,3,Medium Salary,60000,UK,Welsh,0,Bachelor's
5914,Male,1,Product Manager,Early Career,32,Mid Level,7,High Salary,120000,Canada,White,0,PhD
5915,Female,0,Receptionist,Early Career,24,Fresher,0,Low Salary,25000,USA,African American,0,Bachelor's
5916,Male,2,Marketing Director,Young Professionals,37,Senior Level,14,Very High Salary,190000,UK,White,0,Bachelor's
5917,Female,1,Financial Manager,Young Professionals,39,Lead Level,16,Very High Salary,200000,China,Korean,0,PhD
5918,Male,1,Product Designer,Early Career,26,Fresher,2,Medium Salary,55000,USA,African American,0,Bachelor's
5919,Female,3,Data Scientist,Early Career,31,Mid Level,8,High Salary,140000,USA,White,0,Bachelor's
5920,Male,1,Marketing Analyst,Early Career,29,Junior Level,4,Medium Salary,70000,Australia,Asian,0,High School
5921,Female,2,Marketing Manager,Early Career,33,Mid Level,9,High Salary,130000,China,Korean,0,Master's
5922,Male,1,Software Engineer,Early Career,27,Junior Level,3,Medium Salary,80000,China,Chinese,0,Bachelor's
5923,Female,3,Research Scientist,Young Professionals,36,Senior Level,12,Very High Salary,170000,Canada,Black,0,Bachelor's
5924,Male,1,Product Manager,Early Career,25,Fresher,1,Medium Salary,60000,Canada,Black,0,PhD
5925,Female,1,Marketing Coordinator,Early Career,30,Junior Level,5,Medium Salary,90000,Canada,Black,0,Bachelor's
5926,Male,3,Research Director,Early Career,34,Senior Level,11,Very High Salary,160000,China,Chinese,0,Master's
5927,Female,1,Marketing Analyst,Early Career,28,Junior Level,3,Medium Salary,60000,China,Korean,0,Bachelor's
5928,Male,1,Product Manager,Early Career,32,Mid Level,7,High Salary,120000,Canada,White,0,PhD
5929,Female,0,Receptionist,Early Career,24,Fresher,0,Low Salary,25000,Canada,White,0,Bachelor's
5930,Male,2,Marketing Director,Young Professionals,37,Senior Level,14,Very High Salary,190000,Australia,Australian,0,Bachelor's
5931,Female,1,Financial Manager,Young Professionals,39,Lead Level,16,Very High Salary,200000,UK,Mixed,0,PhD
5932,Male,1,Product Designer,Early Career,26,Fresher,2,Medium Salary,55000,UK,Mixed,0,Bachelor's
